1.2931,5,64,1,1,9,37,41,6,27,4,6,0,0,5,6,6,13,9,6,17,3,17,
1.3584,11,48,0,1,16,47,16,4,20,7,5,26,1,8,10,0,8,1,5,3,7,9,
1.4239,10,82,1,1,27,30,31,4,19,5,6,0,1,4,10,1,19,8,1,62,5,0,
1.4855,5,33,0,1,14,61,44,3,25,7,9,6,1,7,8,2,0,7,2,60,8,19,
1.5508,8,3,1,1,9,28,26,3,29,2,5,18,1,7,9,5,7,3,6,18,10,4,
1.6164,6,81,1,1,3,27,27,5,10,7,1,25,1,7,9,3,17,11,6,18,2,10,
1.6819,6,81,1,0,27,60,19,3,25,4,9,12,1,8,4,4,14,7,0,58,12,14,
1.7435,10,18,1,0,12,62,41,6,27,3,6,0,1,7,9,5,6,6,3,35,7,14,
1.8096,4,63,1,0,9,35,29,6,30,6,7,28,1,8,7,8,12,7,5,27,2,16,
1.8745,6,81,1,0,24,48,31,6,13,9,10,14,1,8,7,3,14,12,0,19,0,15,
1.9399,6,32,1,1,23,61,33,7,24,8,11,22,1,4,5,4,13,8,0,58,6,14,
2.0015,4,42,1,0,23,55,34,6,22,3,7,23,1,7,8,5,18,10,3,0,6,15,
2.067,6,37,1,0,19,51,11,6,27,5,9,26,1,8,7,6,17,6,7,24,10,18,
2.1325,8,79,1,0,20,16,22,4,22,9,7,14,1,8,6,3,15,8,0,36,7,14,
2.1944,7,50,1,1,21,63,44,6,15,9,2,0,0,6,7,6,3,13,1,67,9,20,
2.2595,4,31,1,1,1,22,40,6,33,4,3,35,0,7,0,8,13,8,4,27,2,19,
2.3252,9,62,1,1,4,26,15,1,7,5,3,37,1,8,10,0,15,6,3,26,8,14,
2.3905,10,72,0,1,18,56,38,4,17,8,7,3,1,2,9,0,17,11,1,70,12,10,
2.4559,13,30,1,1,13,58,35,6,21,6,8,38,0,9,10,4,8,10,3,65,9,16,
2.5175,8,56,1,1,12,25,29,5,27,4,5,34,0,8,2,5,7,9,4,11,5,13,
2.5831,9,69,1,1,10,41,27,5,12,6,9,31,1,6,10,0,16,9,4,12,13,13,
2.6485,4,78,1,1,25,64,27,0,20,8,2,9,0,5,3,3,13,7,1,64,11,17,
2.7101,8,16,0,1,3,59,40,6,29,6,3,14,1,3,8,1,10,10,6,12,8,17,
