8.8726	26	26	0	2	11	51	14	19	14	12	9	15	1	10	9	17	105	11	2	8	20	31
8.938	24	23	1	2	13	43	11	20	20	14	8	16	1	11	9	14	98	10	2	10	18	28
8.9995	28	24	1	2	11	51	0	17	10	11	10	16	0	11	6	19	106	13	2	6	23	28
9.0612	24	19	1	1	13	47	28	18	18	11	10	14	1	10	3	17	103	12	1	12	19	27
9.1226	26	25	0	2	12	39	24	20	15	13	7	11	1	4	9	17	103	12	2	6	23	29
9.1879	27	16	1	2	8	42	25	20	22	13	10	20	1	12	5	18	100	12	2	3	19	31
9.2495	29	25	1	2	14	37	16	19	14	10	11	8	1	11	8	19	105	13	2	12	23	32
9.3115	21	24	1	1	12	47	26	20	16	12	10	12	1	9	5	19	103	12	1	5	13	29
9.3764	29	24	0	2	11	36	14	24	15	10	9	15	1	9	9	17	107	11	2	3	18	32
9.4382	27	28	1	2	13	51	28	20	16	14	11	19	0	9	10	19	100	12	2	9	18	27
9.5033	28	19	1	1	12	46	13	17	18	9	11	11	1	11	6	19	108	13	1	11	13	30
9.5648	19	31	0	2	10	50	23	20	11	11	13	19	1	9	7	17	99	10	2	13	21	32
9.6264	27	21	1	2	11	43	13	19	12	11	8	13	0	10	12	17	103	11	2	9	18	30
9.6878	24	23	1	2	13	49	26	17	15	8	11	12	1	9	7	17	91	12	2	9	21	28
9.7532	25	20	1	1	14	34	16	23	10	12	10	18	1	11	9	19	103	12	1	10	17	29
9.8145	29	24	0	2	12	49	21	22	1	13	13	17	1	8	6	17	103	10	2	6	18	28
9.8763	26	20	1	2	10	47	10	19	17	14	8	12	0	11	12	17	99	12	2	7	21	35
9.9378	28	23	1	2	10	48	17	18	3	14	11	15	1	8	9	18	100	13	2	6	23	27
10.003	26	24	1	1	9	49	2	17	22	12	10	14	1	11	8	19	103	12	1	10	16	30
10.0645	27	27	0	2	13	50	5	23	10	12	4	17	1	10	8	15	110	11	2	8	19	31
10.1298	25	23	1	2	12	50	23	20	16	14	10	12	0	11	4	19	92	12	2	6	17	30
10.1913	29	22	1	2	13	46	13	17	16	11	12	12	1	7	6	19	104	13	2	6	22	26
10.253	25	21	1	1	10	54	30	17	17	12	10	19	1	10	11	18	97	13	1	7	17	33
10.3182	26	25	0	2	11	49	8	21	14	12	6	14	1	10	13	17	107	12	2	0	23	31
10.3797	24	18	1	2	11	42	25	17	18	12	10	18	0	8	0	19	104	12	2	1	19	29
10.4415	29	23	1	1	13	43	18	17	16	10	11	16	1	11	10	19	103	13	1	1	19	31
10.5029	16	19	1	2	13	52	27	20	15	13	8	18	1	10	2	16	103	10	2	2	14	29
